date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:55:31	114280/114280	URF---	200	added ('OK%20(cached)')	application/woff		https://fenture.io/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
01:55:31	44379/44379	UR-MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Oct%202023%2020:25:29%20GMT	https://fenture.io/wp-json/wp/v2/pages/107	/home/adrish/websites/Vestivado/fenture.io/wp-json/wp/v2/pages/107.json	(from https://fenture.io/transparency/)
01:55:32	211480/211480	URF---	200	added ('OK%20(cached)')	application/ttf		https://fenture.io/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
01:55:34	87685/87685	---M--	200	added ('OK')	image/jpeg	etag:%2295bfccca46424feadc2b2fd33e47321d%22	https://img.freepik.com/free-vector/white-abstract-wallpaper_23-2148830027.jpg?w=2000	/home/adrish/websites/Vestivado/img.freepik.com/free-vector/white-abstract-wallpaper_23-21488300278a23.jpg	(from https://fenture.io/wp-content/uploads/elementor/css/post-12.css?ver=1688440956)
01:55:35	23951/23951	---M--	200	added ('OK')	image/jpeg	etag:%220%22	https://i.ytimg.com/vi/R9mXtzn8meE/maxresdefault.jpg	/home/adrish/websites/Vestivado/i.ytimg.com/vi/R9mXtzn8meE/maxresdefault.jpg	(from https://fenture.io/wp-content/uploads/elementor/css/post-12.css?ver=1688440956)
01:55:37	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639c32d2-31916%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:38	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%22639c32d2-13174%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:38	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639c32d2-31916%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:40	203030/203030	URF---	200	added ('OK%20(cached)')	application/eot		https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:41	101652/101652	---M--	200	added ('OK')	font/woff	etag:%22639c32d2-18d14%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:43	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22639c32d2-e05cf%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:44	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%22639c32d2-317f8%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:44	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639c32d2-20cca%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:45	134346/134346	URF---	200	added ('OK%20(cached)')	application/eot		https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:46	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22639c32d2-20cca%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:47	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%22639c32d2-12bdc%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:47	78196/78196	URF---	200	added ('OK%20(cached)')	application/woff2		https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3)
01:55:47	90060/90060	---M--	200	added ('OK')	font/woff	etag:%22639c32d2-15fcc%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:49	76764/76764	URF---	200	added ('OK%20(cached)')	application/woff2		https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:49	134040/134040	---M--	200	added ('OK')	application/octet-stream	etag:%22639c32d2-20b98%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:50	90060/90060	URF---	200	added ('OK%20(cached)')	application/woff		https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
01:55:51	0/-1	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2006%20Oct%202023%2020:25:50%20GMT	https://fenture.io/?p=107	/home/adrish/websites/Vestivado/fenture.io/index5a24.html	(from https://fenture.io/transparency/)
01:55:51	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22639c32d2-b6819%22	https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	/home/adrish/websites/Vestivado/fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://fenture.io/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3)
